DeviceID	TimeStamp	DeviceType	CurrentStatus
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine236	timeStamp	Sensor	User Away from Home	
Machine236	timeStamp	Sensor	User Present in Home	
Machine159	2015-04-08 18:54:44.741	Sensor	Door is Open	
Machine159	2015-04-08 18:54:45.741	Sensor	Door is Closed	
Machine159	2015-04-08 18:54:47.746	Sensor	Door is Open	
Machine236	timeStamp	Sensor	User Away from Home	
Machine159	2015-04-08 18:54:48.744	Sensor	Door is Closed	
Machine236	timeStamp	Sensor	User Away from Home	
Machine19	2015-04-08 18:54:49.726	Sensor	Motion exists	
Machine19	2015-04-08 18:54:49.73	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.731	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.736	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.739	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.733	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.738	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.743	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.734	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.747	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.759	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.762	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.764	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.749	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.77	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.772	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.774	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.776	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.778	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.781	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.784	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.786	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.792	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.794	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.797	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.799	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.802	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.804	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.808	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.812	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.81	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.82	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.824	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.829	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.831	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.833	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.835	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.838	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.841	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.844	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.846	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.849	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.851	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.854	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.862	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.866	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.868	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.871	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.886	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.888	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.89	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.895	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.893	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.899	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.902	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.906	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.908	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.91	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.913	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.916	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.919	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.921	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.924	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.927	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.931	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.933	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.936	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.939	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.942	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.946	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.963	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.958	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.967	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.975	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.982	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.985	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:49.999	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.002	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.004	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.01	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.014	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.016	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.019	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.022	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.033	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.04	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.043	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.045	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.047	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.048	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.05	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.052	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.053	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.056	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.063	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.065	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.067	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.069	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.071	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.073	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.075	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.077	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.079	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.082	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.089	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.086	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.094	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.096	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.098	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.103	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.115	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.118	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.128	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.13	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.134	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.136	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.14	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.155	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.157	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.159	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.161	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.146	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.167	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.169	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.172	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.165	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.173	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.177	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.185	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.187	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.188	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.203	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.198	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.208	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.204	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.215	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.218	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.222	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.226	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.228	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.227	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.228	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.23	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.231	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.225	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.232	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.234	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.233	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.235	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.239	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.241	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.242	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.24	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.237	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.236	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.239	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.251	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.244	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.25	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.242	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.243	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.248	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.252	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.251	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.268	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.269	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.277	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.279	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.278	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.267	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.275	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.279	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.287	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.286	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.289	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.291	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.288	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.29	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.294	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.292	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.294	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.297	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.296	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.295	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.298	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.302	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.303	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.299	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.304	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.305	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.307	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.309	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.307	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.31	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.318	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.319	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.32	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.323	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.323	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.324	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.321	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.325	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.326	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.33	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.331	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.333	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.332	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.331	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.333	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.338	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.34	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.341	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.342	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.343	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.346	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.347	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.348	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.349	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.351	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.35	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.353	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.355	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.355	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.356	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.357	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.363	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.369	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.37	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.371	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.375	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.376	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.377	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.377	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.379	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.38	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.381	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.383	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.384	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.379	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.385	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.387	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.386	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.392	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.394	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.395	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.397	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.404	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.407	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.406	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.403	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.396	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.41	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.408	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.405	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.41	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.415	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.414	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.418	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.418	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.417	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.42	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.423	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.422	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.421	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.423	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.427	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.427	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.428	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.429	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.43	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.43	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.431	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.432	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.433	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.434	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.435	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.437	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.436	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.438	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.439	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:50.44	Sensor	Motion does not exists	
